19340101/1200 0.590984
19340102/1200 2.988664
19340103/1200 4.484845
19340104/1200 10.053238
19340105/1200 24.227060
19340106/1200 7.799425
19340107/1200 15.068226
19340108/1200 22.619789
19340109/1200 8.766677
19340110/1200 6.668112
19340111/1200 18.837658
19340112/1200 8.276153
19340113/1200 5.038457
19340114/1200 6.030911
19340115/1200 3.962695
19340116/1200 2.493759
19340117/1200 2.816600
19340118/1200 14.427032
19340119/1200 19.567064
19340120/1200 6.887450
19340121/1200 4.133264
19340122/1200 3.354986
19340123/1200 3.549607
19340124/1200 4.484845
19340125/1200 8.276153
19340126/1200 4.133264
19340127/1200 7.799425
19340128/1200 4.850426
19340129/1200 3.168067
19340130/1200 17.073399
19340131/1200 18.121792
19340201/1200 3.549607
19340202/1200 4.307303
19340203/1200 2.060050
19340204/1200 5.229980
19340205/1200 12.585228
19340206/1200 39.533436
19340207/1200 16.730715
19340208/1200 16.055529
19340209/1200 6.887450
19340210/1200 13.185518
19340211/1200 6.239840
19340212/1200 4.307303
19340213/1200 4.665887
19340214/1200 5.038457
19340215/1200 8.276153
19340216/1200 12.290207
19340217/1200 8.519691
19340218/1200 19.567064
19340219/1200 15.393930
19340220/1200 5.623484
19340221/1200 2.988664
19340222/1200 2.493759
19340223/1200 24.227060
19340224/1200 45.999348
19340225/1200 21.836363
19340226/1200 6.887450
19340227/1200 2.651691
19340228/1200 2.342625
19340301/1200 1.682814
19340302/1200 1.357450
19340303/1200 1.460420
19340304/1200 1.568820
19340305/1200 6.030911
19340306/1200 10.320861
19340307/1200 5.623484
19340308/1200 3.752115
19340309/1200 2.342625
19340310/1200 1.802571
19340311/1200 1.357450
19340312/1200 0.996595
19340313/1200 0.844545
19340314/1200 0.709747
19340315/1200 0.648436
19340316/1200 0.590984
19340317/1200 0.709747
19340318/1200 0.709747
19340319/1200 0.709747
19340320/1200 0.844545
19340321/1200 0.996595
19340322/1200 1.079476
19340323/1200 1.079476
19340324/1200 1.079476
19340325/1200 2.816600
19340326/1200 3.168067
19340327/1200 3.168067
19340328/1200 2.816600
19340329/1200 2.198113
19340330/1200 1.802571
19340331/1200 1.259743
19340401/1200 1.167139
19340402/1200 0.996595
19340403/1200 0.844545
19340404/1200 0.844545
19340405/1200 1.079476
19340406/1200 0.775066
19340407/1200 0.709747
19340408/1200 0.996595
19340409/1200 0.918336
19340410/1200 0.918336
19340411/1200 0.844545
19340412/1200 0.775066
19340413/1200 0.648436
19340414/1200 0.590984
19340415/1200 0.844545
19340416/1200 10.320861
19340417/1200 7.336518
19340418/1200 5.424991
19340419/1200 5.623484
19340420/1200 5.038457
19340421/1200 3.752115
19340422/1200 3.962695
19340423/1200 3.168067
19340424/1200 2.493759
19340425/1200 1.928259
19340426/1200 2.816600
19340427/1200 3.549607
19340428/1200 3.168067
19340429/1200 2.493759
19340430/1200 2.493759
19340501/1200 2.198113
19340502/1200 2.651691
19340503/1200 2.816600
19340504/1200 2.493759
19340505/1200 9.017108
19340506/1200 7.336518
19340507/1200 4.133264
19340508/1200 8.766677
19340509/1200 2.988664
19340510/1200 6.030911
19340511/1200 8.276153
19340512/1200 9.270982
19340513/1200 5.825459
19340514/1200 3.549607
19340515/1200 2.342625
19340516/1200 2.060050
19340517/1200 1.682814
19340518/1200 1.259743
19340519/1200 2.816600
19340520/1200 3.752115
19340521/1200 9.270982
19340522/1200 15.393930
19340523/1200 8.036061
19340524/1200 5.038457
19340525/1200 4.665887
19340526/1200 3.168067
19340527/1200 2.198113
19340528/1200 1.682814
19340529/1200 2.198113
19340530/1200 1.802571
19340531/1200 1.357450
19340601/1200 1.167139
19340602/1200 1.167139
19340603/1200 0.996595
19340604/1200 0.844545
19340605/1200 0.775066
19340606/1200 0.709747
19340607/1200 0.648436
19340608/1200 0.709747
19340609/1200 0.648436
19340610/1200 0.648436
19340611/1200 0.537243
19340612/1200 0.440315
19340613/1200 0.440315
19340614/1200 0.396841
19340615/1200 0.284705
19340616/1200 0.440315
19340617/1200 0.590984
19340618/1200 3.549607
19340619/1200 2.988664
19340620/1200 11.144314
19340621/1200 5.424991
19340622/1200 2.493759
19340623/1200 1.460420
19340624/1200 1.079476
19340625/1200 0.709747
19340626/1200 0.590984
19340627/1200 0.487069
19340628/1200 0.487069
19340629/1200 0.440315
19340630/1200 0.396841
19340701/1200 0.396841
19340702/1200 0.487069
19340703/1200 16.730715
19340704/1200 6.030911
19340705/1200 2.651691
19340706/1200 1.682814
19340707/1200 0.996595
19340708/1200 0.775066
19340709/1200 0.709747
19340710/1200 0.537243
19340711/1200 0.440315
19340712/1200 0.396841
19340713/1200 0.356507
19340714/1200 0.284705
19340715/1200 0.252966
19340716/1200 0.252966
19340717/1200 0.223825
19340718/1200 0.197152
19340719/1200 0.172818
19340720/1200 0.172818
19340721/1200 0.150698
19340722/1200 0.172818
19340723/1200 0.197152
19340724/1200 0.172818
19340725/1200 0.197152
19340726/1200 0.252966
19340727/1200 0.319174
19340728/1200 0.396841
19340729/1200 0.487069
19340730/1200 0.537243
19340731/1200 0.487069
19340801/1200 0.487069
19340802/1200 0.440315
19340803/1200 0.440315
19340804/1200 0.648436
19340805/1200 0.996595
19340806/1200 7.799425
19340807/1200 5.623484
19340808/1200 3.168067
19340809/1200 3.549607
19340810/1200 12.883666
19340811/1200 9.017108
19340812/1200 5.229980
19340813/1200 3.549607
19340814/1200 2.060050
19340815/1200 2.493759
19340816/1200 3.752115
19340817/1200 13.799458
19340818/1200 12.883666
19340819/1200 10.866401
19340820/1200 8.276153
19340821/1200 4.665887
19340822/1200 10.591916
19340823/1200 7.566243
19340824/1200 12.290207
19340825/1200 14.745927
19340826/1200 6.887450
19340827/1200 3.168067
19340828/1200 1.928259
19340829/1200 1.259743
19340830/1200 0.918336
19340831/1200 5.038457
19340901/1200 9.270982
19340902/1200 10.591916
19340903/1200 8.766677
19340904/1200 4.133264
19340905/1200 3.168067
19340906/1200 2.493759
19340907/1200 1.802571
19340908/1200 1.802571
19340909/1200 15.068226
19340910/1200 12.883666
19340911/1200 5.038457
19340912/1200 3.168067
19340913/1200 1.802571
19340914/1200 1.167139
19340915/1200 0.844545
19340916/1200 0.648436
19340917/1200 0.918336
19340918/1200 1.460420
19340919/1200 4.484845
19340920/1200 14.427032
19340921/1200 8.766677
19340922/1200 7.799425
19340923/1200 6.239840
19340924/1200 3.752115
19340925/1200 3.168067
19340926/1200 3.962695
19340927/1200 12.290207
19340928/1200 8.766677
19340929/1200 4.484845
19340930/1200 3.752115
19341001/1200 15.393930
19341002/1200 7.566243
19341003/1200 5.038457
19341004/1200 5.623484
19341005/1200 8.276153
19341006/1200 10.866401
19341007/1200 21.449709
19341008/1200 17.419474
19341009/1200 6.668112
19341010/1200 5.038457
19341011/1200 31.193567
19341012/1200 20.309990
19341013/1200 15.393930
19341014/1200 20.686520
19341015/1200 15.393930
19341016/1200 7.799425
19341017/1200 3.354986
19341018/1200 12.883666
19341019/1200 18.478033
19341020/1200 26.311829
19341021/1200 24.227060
19341022/1200 23.416691
19341023/1200 12.290207
19341024/1200 10.320861
19341025/1200 8.036061
19341026/1200 7.799425
19341027/1200 10.866401
19341028/1200 12.290207
19341029/1200 13.799458
19341030/1200 7.110253
19341031/1200 3.354986
19341101/1200 3.549607
19341102/1200 1.802571
19341103/1200 1.568820
19341104/1200 47.123440
19341105/1200 18.837658
19341106/1200 7.566243
19341107/1200 3.354986
19341108/1200 2.493759
19341109/1200 2.342625
19341110/1200 2.198113
19341111/1200 1.928259
19341112/1200 1.357450
19341113/1200 1.079476
19341114/1200 0.996595
19341115/1200 0.918336
19341116/1200 0.844545
19341117/1200 1.928259
19341118/1200 3.752115
19341119/1200 5.424991
19341120/1200 6.452241
19341121/1200 8.276153
19341122/1200 21.449709
19341123/1200 11.144314
19341124/1200 11.425656
19341125/1200 25.467840
19341126/1200 75.904518
19341127/1200 39.533436
19341128/1200 29.371494
19341129/1200 11.998603
19341130/1200 4.484845
19341201/1200 2.816600
19341202/1200 3.168067
19341203/1200 3.354986
19341204/1200 3.752115
19341205/1200 3.354986
19341206/1200 2.342625
19341207/1200 1.682814
19341208/1200 1.928259
19341209/1200 2.198113
19341210/1200 3.549607
19341211/1200 3.549607
19341212/1200 2.198113
19341213/1200 1.568820
19341214/1200 1.167139
19341215/1200 1.079476
19341216/1200 0.996595
19341217/1200 0.918336
19341218/1200 0.844545
19341219/1200 0.537243
19341220/1200 0.319174
19341221/1200 0.537243
19341222/1200 0.590984
19341223/1200 0.537243
19341224/1200 0.487069
19341225/1200 0.440315
19341226/1200 0.396841
19341227/1200 0.440315
19341228/1200 0.319174
19341229/1200 0.284705
19341230/1200 0.396841
19341231/1200 0.440315
19350101/1200 25.888155
19350102/1200 6.452241
19350103/1200 8.036061
19350104/1200 23.820194
19350105/1200 8.276153
19350106/1200 3.962695
19350107/1200 2.060050
19350108/1200 1.167139
19350109/1200 0.918336
19350110/1200 17.073399
19350111/1200 21.836363
19350112/1200 6.030911
19350113/1200 10.866401
19350114/1200 3.549607
19350115/1200 1.802571
19350116/1200 1.682814
19350117/1200 4.484845
19350118/1200 2.816600
19350119/1200 2.198113
19350120/1200 1.460420
19350121/1200 1.928259
19350122/1200 8.276153
19350123/1200 17.419474
19350124/1200 7.336518
19350125/1200 10.053238
19350126/1200 4.665887
19350127/1200 3.962695
19350128/1200 2.060050
19350129/1200 1.079476
19350130/1200 1.259743
19350131/1200 1.802571
19350201/1200 1.928259
19350202/1200 2.816600
19350203/1200 3.962695
19350204/1200 2.342625
19350205/1200 1.460420
19350206/1200 1.167139
19350207/1200 0.590984
19350208/1200 0.709747
19350209/1200 0.709747
19350210/1200 0.844545
19350211/1200 0.918336
19350212/1200 10.591916
19350213/1200 11.710419
19350214/1200 8.036061
19350215/1200 1.460420
19350216/1200 0.918336
19350217/1200 4.307303
19350218/1200 21.066427
19350219/1200 54.752609
19350220/1200 15.393930
19350221/1200 21.836363
19350222/1200 21.066427
19350223/1200 16.391424
19350224/1200 3.752115
19350225/1200 2.651691
19350226/1200 2.198113
19350227/1200 1.259743
19350228/1200 0.996595
19350301/1200 0.918336
19350302/1200 0.844545
19350303/1200 0.775066
19350304/1200 0.590984
19350305/1200 0.537243
19350306/1200 0.487069
19350307/1200 0.440315
19350308/1200 0.440315
19350309/1200 0.396841
19350310/1200 0.396841
19350311/1200 0.440315
19350312/1200 0.440315
19350313/1200 0.487069
19350314/1200 0.537243
19350315/1200 0.648436
19350316/1200 0.775066
19350317/1200 0.918336
19350318/1200 0.844545
19350319/1200 1.802571
19350320/1200 6.452241
19350321/1200 15.393930
19350322/1200 16.055529
19350323/1200 16.730715
19350324/1200 8.036061
19350325/1200 14.111542
19350326/1200 15.723031
19350327/1200 11.425656
19350328/1200 6.030911
19350329/1200 3.549607
19350330/1200 2.342625
19350331/1200 1.802571
19350401/1200 2.060050
19350402/1200 1.802571
19350403/1200 1.357450
19350404/1200 0.996595
19350405/1200 0.844545
19350406/1200 0.775066
19350407/1200 0.590984
19350408/1200 0.590984
19350409/1200 0.537243
19350410/1200 8.519691
19350411/1200 29.821991
19350412/1200 14.427032
19350413/1200 6.030911
19350414/1200 3.752115
19350415/1200 3.549607
19350416/1200 2.816600
19350417/1200 2.198113
19350418/1200 1.568820
19350419/1200 2.198113
19350420/1200 2.988664
19350421/1200 2.493759
19350422/1200 4.307303
19350423/1200 3.962695
19350424/1200 3.549607
19350425/1200 3.354986
19350426/1200 2.651691
19350427/1200 2.816600
19350428/1200 2.651691
19350429/1200 2.342625
19350430/1200 1.802571
19350501/1200 1.460420
19350502/1200 0.996595
19350503/1200 0.775066
19350504/1200 0.918336
19350505/1200 1.167139
19350506/1200 1.460420
19350507/1200 1.802571
19350508/1200 1.682814
19350509/1200 1.568820
19350510/1200 1.568820
19350511/1200 1.802571
19350512/1200 2.060050
19350513/1200 1.079476
19350514/1200 0.648436
19350515/1200 0.396841
19350516/1200 0.537243
19350517/1200 0.590984
19350518/1200 0.648436
19350519/1200 0.709747
19350520/1200 0.709747
19350521/1200 0.775066
19350522/1200 0.844545
19350523/1200 0.918336
19350524/1200 1.079476
19350525/1200 1.079476
19350526/1200 1.167139
19350527/1200 1.167139
19350528/1200 1.079476
19350529/1200 0.996595
19350530/1200 0.844545
19350531/1200 0.996595
19350601/1200 0.775066
19350602/1200 0.648436
19350603/1200 0.487069
19350604/1200 0.440315
19350605/1200 0.396841
19350606/1200 0.590984
19350607/1200 1.568820
19350608/1200 5.038457
19350609/1200 15.068226
19350610/1200 5.825459
19350611/1200 2.816600
19350612/1200 4.307303
19350613/1200 5.038457
19350614/1200 7.566243
19350615/1200 4.484845
19350616/1200 4.133264
19350617/1200 6.668112
19350618/1200 5.038457
19350619/1200 4.484845
19350620/1200 2.651691
19350621/1200 2.198113
19350622/1200 1.928259
19350623/1200 1.682814
19350624/1200 1.357450
19350625/1200 0.996595
19350626/1200 0.775066
19350627/1200 1.928259
19350628/1200 3.962695
19350629/1200 6.668112
19350630/1200 4.484845
19350701/1200 2.198113
19350702/1200 1.357450
19350703/1200 3.752115
19350704/1200 16.391424
19350705/1200 17.073399
19350706/1200 8.519691
19350707/1200 3.549607
19350708/1200 2.198113
19350709/1200 1.357450
19350710/1200 1.167139
19350711/1200 0.996595
19350712/1200 0.844545
19350713/1200 0.709747
19350714/1200 0.537243
19350715/1200 0.440315
19350716/1200 0.356507
19350717/1200 0.284705
19350718/1200 0.252966
19350719/1200 0.223825
19350720/1200 0.223825
19350721/1200 0.223825
19350722/1200 0.197152
19350723/1200 0.197152
19350724/1200 0.223825
19350725/1200 0.775066
19350726/1200 16.055529
19350727/1200 13.490783
19350728/1200 12.883666
19350729/1200 11.144314
19350730/1200 4.484845
19350731/1200 2.493759
19350801/1200 2.342625
19350802/1200 2.198113
19350803/1200 0.775066
19350804/1200 0.709747
19350805/1200 0.590984
19350806/1200 0.440315
19350807/1200 3.962695
19350808/1200 6.887450
19350809/1200 13.490783
19350810/1200 6.668112
19350811/1200 22.619789
19350812/1200 10.320861
19350813/1200 8.036061
19350814/1200 8.519691
19350815/1200 4.484845
19350816/1200 2.651691
19350817/1200 2.198113
19350818/1200 1.682814
19350819/1200 1.079476
19350820/1200 0.487069
19350821/1200 0.440315
19350822/1200 0.356507
19350823/1200 0.356507
19350824/1200 0.319174
19350825/1200 0.284705
19350826/1200 0.252966
19350827/1200 0.223825
